age,annual_income,employment_length_years,credit_score,loan_amount,existing_debt,debt_to_income,home_ownership,purpose,num_delinquencies_2yr,default
21,72589.01,12.4,694.0,20653.96,24043.84,0.374,RENT,debt_consolidation,0,0
65,40563.12,4.0,574.0,13524.65,13359.45,0.379,RENT,home_improvement,1,1
53,58251.49,11.9,730.0,13417.14,2026.87,0.069,OWN,home_improvement,1,0
37,50608.05,0.0,785.0,14003.96,8420.31,0.208,RENT,small_business,0,0
21,18474.14,8.0,636.0,18361.13,26433.53,1.58,MORTGAGE,debt_consolidation,0,1
50,58186.39,6.0,543.0,16003.18,3203.27,0.096,OWN,debt_consolidation,0,0
25,43975.83,19.8,600.0,29022.77,17188.74,0.49,OWN,other,0,0
50,48936.2,11.9,812.0,6095.2,20451.49,0.437,MORTGAGE,debt_consolidation,0,0
58,64094.62,11.6,686.0,15850.68,18121.05,0.32,RENT,credit_card,0,0
34,86813.33,16.1,789.0,21335.27,21294.18,0.282,MORTGAGE,debt_consolidation,1,0
32,33780.75,7.4,681.0,3806.96,11682.6,0.363,OWN,debt_consolidation,0,0
31,46586.04,5.5,643.0,11906.72,10985.83,0.274,MORTGAGE,other,0,0
32,35872.93,4.9,840.0,16564.74,30159.41,0.91,RENT,debt_consolidation,0,0
26,34245.49,7.6,652.0,28526.02,31724.47,1.051,RENT,medical,1,0
33,40135.78,0.0,661.0,16227.51,26464.19,0.72,MORTGAGE,home_improvement,0,0
53,50088.74,6.0,715.0,21821.93,17492.08,0.415,RENT,small_business,0,0
35,69646.79,7.1,658.0,22411.13,6239.91,0.138,RENT,debt_consolidation,1,0
59,63011.14,5.2,738.0,1000.0,13365.97,0.215,MORTGAGE,home_improvement,0,0
61,28578.58,0.0,713.0,15723.44,10707.13,0.457,RENT,debt_consolidation,1,1
58,87354.01,5.3,716.0,11078.72,23007.58,0.282,RENT,home_improvement,0,0
47,78610.31,0.0,634.0,28528.44,15904.06,0.257,MORTGAGE,debt_consolidation,0,1
36,32470.36,14.9,555.0,21287.95,17837.72,0.648,RENT,debt_consolidation,0,1
66,85602.77,4.7,618.0,22872.67,11667.03,0.176,OWN,other,0,0
31,63173.46,0.0,624.0,19676.66,0.0,0.047,OWN,debt_consolidation,0,0
43,51088.62,5.0,702.0,15943.05,25123.83,0.539,OWN,debt_consolidation,0,0
43,63952.0,10.5,619.0,22520.07,11355.62,0.23,RENT,credit_card,0,0
57,54355.73,6.9,570.0,14808.04,21681.17,0.44,RENT,credit_card,0,1
47,68626.97,1.4,594.0,26558.48,8617.94,0.184,RENT,credit_card,0,0
60,59682.89,2.6,709.0,5378.83,28222.1,0.486,OWN,small_business,0,1
66,46564.35,4.6,732.0,24340.76,6651.27,0.221,OWN,debt_consolidation,0,0
40,12000.0,3.8,642.0,11735.21,11289.41,1.087,RENT,debt_consolidation,0,0
63,68179.56,0.0,650.0,21115.11,12159.6,0.225,RENT,credit_card,1,0
29,45658.62,5.7,726.0,1000.0,0.0,0.003,RENT,credit_card,1,0
65,74448.67,0.0,692.0,17427.27,16104.41,0.251,RENT,debt_consolidation,0,0
29,67041.88,10.7,769.0,13639.91,20274.17,0.333,RENT,debt_consolidation,0,0
62,46308.39,11.4,668.0,14591.93,16197.22,0.397,RENT,home_improvement,0,0
40,80574.7,1.0,618.0,1000.0,35174.53,0.438,MORTGAGE,other,1,1
68,60121.04,2.4,761.0,15295.96,3089.18,0.09,MORTGAGE,debt_consolidation,0,0
27,59091.07,3.9,657.0,16167.19,0.0,0.041,RENT,debt_consolidation,0,0
43,51547.23,5.8,621.0,1000.0,87.71,0.005,RENT,medical,1,0
65,97088.89,7.3,747.0,4643.73,12841.15,0.139,MORTGAGE,debt_consolidation,0,0
23,37168.33,8.3,789.0,16419.21,23988.9,0.712,MORTGAGE,credit_card,0,0
33,46933.14,8.2,694.0,18662.15,13745.3,0.353,RENT,home_improvement,0,0
25,24066.62,13.8,605.0,14544.46,7067.53,0.384,RENT,debt_consolidation,2,0
36,73168.28,6.3,795.0,15404.36,26971.14,0.4,OWN,debt_consolidation,1,0
40,40446.27,0.0,708.0,15242.1,10843.0,0.325,RENT,debt_consolidation,0,0
51,43249.11,0.0,696.0,10096.35,0.0,0.035,MORTGAGE,medical,0,0
33,42076.58,14.2,650.0,13395.87,21987.32,0.57,MORTGAGE,debt_consolidation,0,0
28,56568.05,8.5,765.0,2385.79,18450.98,0.332,MORTGAGE,home_improvement,3,0
29,23731.01,7.0,597.0,9738.07,14375.93,0.667,RENT,credit_card,0,0
66,12000.0,8.2,590.0,14618.2,28215.57,2.534,MORTGAGE,debt_consolidation,0,1
67,66442.6,6.8,822.0,26123.44,10956.66,0.224,MORTGAGE,debt_consolidation,0,0
31,12000.0,8.2,615.0,13905.17,14798.95,1.407,RENT,debt_consolidation,0,1
30,76353.44,4.1,752.0,33552.97,2242.9,0.095,MORTGAGE,home_improvement,2,0
23,93963.19,11.3,783.0,32369.66,4961.61,0.104,MORTGAGE,small_business,2,0
68,50894.4,3.4,696.0,15627.31,7261.38,0.189,MORTGAGE,credit_card,2,1
55,87487.32,1.5,614.0,11276.13,18930.82,0.236,RENT,debt_consolidation,0,0
58,54393.59,0.0,727.0,35394.24,5238.92,0.194,RENT,debt_consolidation,0,1
35,94981.03,4.8,784.0,21714.0,11034.35,0.15,RENT,small_business,1,0
52,43594.55,12.3,706.0,18947.61,9770.88,0.289,RENT,debt_consolidation,0,0
23,12000.0,3.7,624.0,8506.56,11473.31,1.062,OWN,debt_consolidation,0,1
54,53002.21,0.0,703.0,11152.43,4356.73,0.114,RENT,home_improvement,0,0
49,97699.08,7.4,576.0,5995.59,9929.64,0.111,RENT,home_improvement,1,1
37,68374.21,2.7,607.0,28391.95,474.33,0.069,MORTGAGE,home_improvement,1,0
55,42116.92,13.7,661.0,19513.88,11603.12,0.345,OWN,debt_consolidation,0,0
52,63222.53,11.4,685.0,12207.34,11718.1,0.214,RENT,other,0,0
42,79278.12,0.0,590.0,10749.49,12725.78,0.181,OWN,other,0,0
30,52859.59,5.1,699.0,6078.46,17594.34,0.35,OWN,home_improvement,0,0
22,120659.75,2.2,719.0,14371.47,30091.97,0.267,RENT,debt_consolidation,1,0
66,42064.55,0.2,664.0,16536.35,0.0,0.059,MORTGAGE,small_business,0,1
34,80062.77,5.7,518.0,1000.0,8290.47,0.105,MORTGAGE,credit_card,0,0
35,74048.43,10.1,688.0,6322.27,2869.15,0.052,RENT,small_business,2,0
54,37504.31,5.6,816.0,8910.94,15116.75,0.439,OWN,credit_card,0,0
33,44388.99,3.4,714.0,24769.35,19079.42,0.514,MORTGAGE,credit_card,0,0
39,80452.47,0.0,681.0,10016.02,0.0,0.019,MORTGAGE,debt_consolidation,0,0
55,58619.7,2.7,652.0,1000.0,15181.53,0.262,MORTGAGE,credit_card,0,1
50,63451.79,8.8,723.0,5091.45,20653.87,0.338,RENT,debt_consolidation,1,0
53,14100.82,0.0,696.0,30520.02,16249.97,1.477,MORTGAGE,debt_consolidation,0,1
21,71399.97,12.4,733.0,11645.0,8623.31,0.145,OWN,medical,0,0
43,62182.42,3.1,598.0,5653.84,18759.75,0.315,MORTGAGE,medical,0,0
44,53402.25,7.0,689.0,1000.0,9449.76,0.18,MORTGAGE,credit_card,1,1
51,64022.3,4.0,645.0,15219.67,21055.0,0.365,MORTGAGE,credit_card,0,0
28,44769.56,0.1,708.0,16167.65,15525.94,0.401,MORTGAGE,debt_consolidation,0,1
28,40202.44,8.2,534.0,18969.96,10116.89,0.322,RENT,medical,0,0
58,48952.86,3.0,651.0,39540.81,0.0,0.121,RENT,debt_consolidation,0,0
53,43394.92,1.8,721.0,3873.72,12171.68,0.294,RENT,debt_consolidation,1,0
60,109513.24,0.0,733.0,11676.99,1283.64,0.028,OWN,home_improvement,0,0
34,77796.77,12.5,678.0,17631.91,1129.65,0.049,MORTGAGE,other,0,0
69,30788.28,6.0,518.0,11061.83,8519.68,0.331,RENT,medical,0,0
34,105907.4,11.5,728.0,1000.0,11239.36,0.108,RENT,other,0,0
52,44178.58,9.1,799.0,19601.92,55.9,0.068,RENT,debt_consolidation,1,0
28,55736.38,11.5,617.0,9317.83,10347.57,0.211,OWN,other,1,0
66,77435.43,3.2,648.0,5424.3,9622.69,0.135,RENT,debt_consolidation,0,0
37,12000.0,0.0,740.0,6958.9,6001.7,0.587,MORTGAGE,small_business,0,0
60,49074.35,9.8,742.0,28960.49,9433.14,0.281,MORTGAGE,home_improvement,0,0
37,40666.65,6.7,762.0,26691.27,18446.3,0.552,MORTGAGE,credit_card,0,0
59,60127.0,3.7,756.0,5179.61,8123.3,0.148,RENT,small_business,0,0
43,64251.24,9.7,565.0,1000.0,17814.54,0.28,RENT,debt_consolidation,0,0
24,53068.52,7.5,644.0,23085.27,11202.86,0.276,RENT,debt_consolidation,0,0
30,51908.82,9.2,727.0,33523.86,22184.73,0.524,RENT,debt_consolidation,0,1
54,81628.28,0.9,674.0,35994.22,20117.13,0.313,RENT,medical,0,0
30,62537.15,10.9,707.0,2256.41,9875.2,0.163,MORTGAGE,debt_consolidation,0,0
34,56035.63,6.0,670.0,27220.66,5192.06,0.166,RENT,debt_consolidation,1,0
47,58696.76,11.4,647.0,14951.76,16850.21,0.325,MORTGAGE,credit_card,0,0
33,100897.22,10.8,662.0,1000.0,6754.13,0.068,OWN,credit_card,0,0
27,59316.85,9.4,596.0,7263.6,0.0,0.018,MORTGAGE,debt_consolidation,2,0
51,42138.79,5.4,626.0,7928.03,19355.27,0.488,OWN,medical,0,0
54,12000.0,9.5,675.0,19279.33,5877.88,0.731,MORTGAGE,debt_consolidation,0,0
56,19151.57,11.6,676.0,2697.8,0.0,0.021,MORTGAGE,debt_consolidation,0,0
67,43324.35,9.0,723.0,23496.13,11235.85,0.341,RENT,credit_card,0,1
27,52290.58,7.0,659.0,19279.19,21360.5,0.464,MORTGAGE,debt_consolidation,1,1
41,41109.46,9.6,806.0,24180.7,6103.03,0.237,MORTGAGE,medical,2,0
32,63778.6,3.4,772.0,9058.21,8519.72,0.155,RENT,credit_card,1,0
65,40787.3,13.6,642.0,18568.62,16986.54,0.485,MORTGAGE,home_improvement,0,0
47,32137.77,0.0,695.0,5677.09,7449.77,0.258,RENT,credit_card,0,0
25,70316.1,6.2,771.0,21090.33,10961.43,0.201,OWN,medical,0,0
54,89234.86,4.0,632.0,12864.21,20950.48,0.256,RENT,credit_card,0,0
23,27320.81,2.8,624.0,13747.38,18774.89,0.763,RENT,other,0,1
34,61092.9,7.5,777.0,14705.49,14262.41,0.27,RENT,medical,0,0
56,12000.0,0.4,732.0,1000.0,0.0,0.012,MORTGAGE,credit_card,0,0
45,18136.55,16.8,761.0,25708.51,17840.85,1.196,RENT,medical,0,0
58,40280.85,0.0,704.0,15745.78,8048.31,0.258,RENT,debt_consolidation,1,0
48,83372.76,1.2,661.0,25744.77,16896.29,0.249,RENT,medical,0,0
62,35532.35,0.8,579.0,25081.28,0.0,0.106,RENT,debt_consolidation,1,1
48,34597.49,7.0,690.0,7680.43,21377.16,0.651,RENT,debt_consolidation,1,1
23,55902.18,11.1,772.0,12571.27,3595.32,0.098,OWN,credit_card,0,0
24,55927.09,8.6,773.0,1042.71,16310.35,0.294,MORTGAGE,debt_consolidation,0,0
59,35371.71,13.4,760.0,26033.65,21332.34,0.713,MORTGAGE,credit_card,0,0
22,104655.54,1.9,739.0,17921.55,15907.5,0.178,RENT,credit_card,0,0
39,48365.92,9.3,846.0,16810.46,15861.62,0.38,OWN,small_business,0,0
21,57839.62,4.5,564.0,12515.41,12882.48,0.255,MORTGAGE,debt_consolidation,0,0
35,44955.51,7.1,697.0,6272.16,0.0,0.021,OWN,debt_consolidation,0,0
50,65999.29,11.5,610.0,26544.37,25254.35,0.443,MORTGAGE,small_business,0,1
29,85873.94,0.0,796.0,33049.32,22954.93,0.325,MORTGAGE,debt_consolidation,0,0
43,96591.59,16.0,639.0,26893.94,8173.91,0.126,MORTGAGE,home_improvement,2,0
69,35943.36,5.3,756.0,13493.58,0.0,0.056,MORTGAGE,credit_card,0,0
24,82519.88,0.0,646.0,18511.49,22066.97,0.301,RENT,home_improvement,1,1
24,68742.02,2.5,712.0,24629.37,0.0,0.054,RENT,medical,0,0
34,79363.42,6.5,672.0,15846.84,17321.35,0.248,RENT,small_business,0,1
61,52703.02,2.5,679.0,32501.44,4713.97,0.182,MORTGAGE,debt_consolidation,0,0
40,50323.98,0.0,705.0,26235.41,16802.46,0.412,RENT,small_business,0,1
52,78392.87,6.5,749.0,40069.38,1926.82,0.101,OWN,debt_consolidation,1,0
22,78867.31,2.4,672.0,16748.08,12055.63,0.185,MORTGAGE,debt_consolidation,0,0
57,94143.01,9.3,747.0,1000.0,0.0,0.002,MORTGAGE,debt_consolidation,0,0
24,59963.69,0.7,758.0,15646.66,12152.54,0.242,MORTGAGE,debt_consolidation,1,0
55,52327.13,17.3,649.0,11583.2,11955.82,0.262,MORTGAGE,other,1,0
28,12000.0,8.6,821.0,16554.68,19179.94,1.805,OWN,debt_consolidation,1,1
63,14718.49,7.0,736.0,31047.43,7216.59,0.807,MORTGAGE,debt_consolidation,0,0
35,45143.71,9.1,648.0,10123.4,14829.69,0.362,OWN,home_improvement,0,0
30,27473.53,0.0,726.0,7515.69,8034.41,0.333,MORTGAGE,home_improvement,1,0
37,75353.26,3.5,758.0,9178.46,16535.62,0.238,MORTGAGE,medical,0,0
21,22249.48,14.9,724.0,34387.23,15911.14,0.947,RENT,medical,1,0
29,42467.39,4.4,695.0,10853.14,20796.46,0.528,MORTGAGE,small_business,0,0
50,43449.34,5.7,421.0,17335.04,273.03,0.066,RENT,debt_consolidation,0,0
35,85118.58,3.7,607.0,31618.2,11085.67,0.186,RENT,home_improvement,0,0
38,39794.03,13.3,731.0,20972.49,14837.93,0.452,RENT,home_improvement,0,0
60,66310.3,4.8,606.0,1000.0,30193.38,0.458,RENT,home_improvement,0,0
27,59892.65,0.0,719.0,10651.39,31826.84,0.558,MORTGAGE,debt_consolidation,1,0
40,77582.21,18.9,746.0,9124.66,0.0,0.018,RENT,debt_consolidation,0,0
30,76255.38,0.0,672.0,1000.0,5851.4,0.079,OWN,debt_consolidation,1,0
44,54164.0,5.5,548.0,10713.4,0.0,0.03,RENT,other,0,0
37,12592.64,1.8,625.0,1000.0,33962.38,2.709,RENT,home_improvement,0,1
23,49206.48,2.5,731.0,17925.32,15175.83,0.363,OWN,credit_card,0,0
24,54501.11,0.7,774.0,15066.99,17806.25,0.368,OWN,debt_consolidation,0,0
62,62150.23,3.3,524.0,8626.69,8838.29,0.163,RENT,debt_consolidation,1,1
23,36561.12,10.9,686.0,1000.0,11961.52,0.331,OWN,credit_card,1,0
59,83522.53,0.0,570.0,27550.44,23293.03,0.328,MORTGAGE,medical,1,1
65,55340.49,12.3,687.0,9884.81,1537.93,0.055,MORTGAGE,home_improvement,0,0
43,31987.57,11.4,668.0,24878.21,709.42,0.139,OWN,debt_consolidation,0,0
36,43544.3,8.5,850.0,13867.9,9593.14,0.268,MORTGAGE,small_business,1,0
59,103213.57,6.6,640.0,28133.93,12099.45,0.158,RENT,home_improvement,0,0
69,71609.45,7.4,759.0,20259.99,17554.19,0.288,RENT,credit_card,0,0
26,81211.41,13.1,756.0,16003.47,12196.91,0.18,RENT,debt_consolidation,1,0
68,28960.33,0.0,665.0,7442.73,3551.2,0.161,RENT,other,0,0
67,37779.26,9.6,689.0,26691.38,8192.77,0.323,MORTGAGE,debt_consolidation,0,0
27,37964.44,2.3,680.0,13151.14,13769.72,0.415,RENT,other,0,0
23,59609.84,10.1,624.0,7665.8,18605.97,0.331,MORTGAGE,debt_consolidation,1,1
56,50649.95,2.9,618.0,13584.64,21993.99,0.474,MORTGAGE,debt_consolidation,0,0
24,42762.64,9.5,649.0,14584.53,9254.02,0.268,MORTGAGE,credit_card,0,0
50,45898.26,0.0,595.0,22867.22,4925.33,0.182,MORTGAGE,debt_consolidation,1,0
24,35149.12,0.0,642.0,1000.0,3018.75,0.09,MORTGAGE,medical,0,0
54,50504.02,5.4,665.0,36447.97,23667.95,0.577,RENT,home_improvement,0,0
32,82830.39,13.2,692.0,19170.15,7637.23,0.127,MORTGAGE,home_improvement,2,0
25,17171.52,8.7,713.0,14856.95,4363.19,0.384,RENT,home_improvement,0,0
24,63661.99,8.6,665.0,18995.99,13671.75,0.26,MORTGAGE,home_improvement,0,0
30,89502.32,10.3,622.0,1216.79,28143.24,0.316,MORTGAGE,home_improvement,0,0
47,50420.32,4.0,712.0,16116.29,2756.7,0.103,OWN,other,0,0
24,41778.1,9.1,739.0,20853.12,17912.6,0.504,RENT,home_improvement,1,0
60,78105.79,3.1,644.0,12348.8,7450.26,0.119,RENT,credit_card,0,0
50,30394.45,4.4,606.0,19712.28,13110.91,0.529,OWN,debt_consolidation,1,0
35,54432.71,5.1,647.0,22137.88,20111.55,0.43,RENT,credit_card,0,1
69,29003.9,3.3,666.0,8443.92,24159.93,0.877,MORTGAGE,home_improvement,1,1
53,12000.0,5.7,766.0,26238.97,6703.99,0.887,OWN,credit_card,0,1
53,51200.39,4.7,732.0,14457.71,19503.95,0.423,MORTGAGE,home_improvement,0,0
29,23415.12,2.5,680.0,32158.71,14374.55,0.82,RENT,small_business,0,0
55,54708.24,5.3,823.0,26784.82,16027.82,0.366,RENT,small_business,1,0
48,82875.74,6.8,677.0,18657.92,24356.48,0.328,RENT,medical,1,0
69,101356.39,0.5,786.0,7693.63,4894.09,0.06,MORTGAGE,home_improvement,0,0
44,57338.23,8.1,772.0,13996.23,19748.62,0.381,OWN,debt_consolidation,0,0
54,80480.4,3.5,766.0,24070.54,13568.69,0.213,RENT,home_improvement,0,0
37,64974.07,7.0,704.0,9963.4,23838.35,0.39,RENT,debt_consolidation,0,0
22,45422.16,2.7,689.0,18901.18,16100.74,0.417,MORTGAGE,credit_card,1,0
27,12000.0,11.3,680.0,19918.15,10488.94,1.123,OWN,medical,1,1
63,95662.31,10.8,744.0,13987.84,20712.33,0.238,OWN,debt_consolidation,1,0
57,28772.45,0.8,621.0,7604.9,6321.72,0.259,MORTGAGE,small_business,0,0
38,89569.27,8.6,660.0,29378.29,7996.08,0.138,RENT,credit_card,0,0
55,68420.19,13.2,805.0,19275.6,4488.49,0.108,RENT,small_business,0,0
21,30599.68,1.3,727.0,12283.39,5732.18,0.248,MORTGAGE,debt_consolidation,0,0
22,62799.96,1.7,752.0,7888.39,0.0,0.019,RENT,debt_consolidation,1,0
45,108322.78,9.7,588.0,23086.68,6893.07,0.096,RENT,small_business,0,0
51,93391.31,0.0,648.0,14375.35,11264.95,0.144,RENT,home_improvement,1,1
66,42182.17,2.1,705.0,23797.11,19603.42,0.549,RENT,other,2,1
58,37200.48,0.9,677.0,6700.6,2790.9,0.102,MORTGAGE,credit_card,1,0
33,57505.2,9.7,588.0,17723.48,6995.3,0.168,MORTGAGE,credit_card,0,0
60,50862.16,2.5,737.0,10681.83,10236.91,0.233,RENT,home_improvement,0,0
45,84993.43,4.6,761.0,30673.41,19654.81,0.285,OWN,debt_consolidation,0,0
61,73489.73,2.3,659.0,18314.03,13799.57,0.225,MORTGAGE,debt_consolidation,1,0
29,12693.96,11.7,740.0,6037.92,15744.85,1.312,MORTGAGE,medical,0,1
22,66466.88,1.7,832.0,23414.67,20821.37,0.366,MORTGAGE,credit_card,0,0
23,50522.73,0.0,794.0,26112.4,17028.89,0.415,RENT,other,1,0
69,55927.7,0.0,662.0,11966.66,5972.06,0.139,OWN,debt_consolidation,0,0
24,61223.58,9.5,597.0,7711.89,29104.07,0.494,MORTGAGE,debt_consolidation,0,1
67,84968.23,9.8,697.0,1000.0,0.0,0.002,RENT,debt_consolidation,1,0
56,79444.82,12.2,850.0,24907.08,20983.07,0.311,RENT,other,2,0
28,36256.43,0.0,780.0,1000.0,16400.22,0.456,OWN,medical,1,0
63,53534.7,4.8,680.0,14564.87,24442.22,0.497,OWN,other,1,0
28,43786.97,18.1,797.0,1000.0,9668.38,0.224,MORTGAGE,other,0,0
28,12953.85,4.5,768.0,31209.05,7037.01,0.905,MORTGAGE,debt_consolidation,1,1
49,52265.74,3.2,538.0,27010.99,980.06,0.096,MORTGAGE,medical,0,1
35,101118.86,5.9,760.0,17701.23,1365.19,0.04,MORTGAGE,small_business,0,0
35,12198.92,8.6,689.0,24429.31,10329.92,1.147,OWN,debt_consolidation,0,1
30,54398.46,8.6,615.0,13810.17,3579.01,0.104,MORTGAGE,credit_card,0,0
50,53596.55,2.9,687.0,7577.32,4885.6,0.112,RENT,credit_card,0,0
22,62193.39,3.1,711.0,1000.0,1397.59,0.025,RENT,debt_consolidation,1,0
33,30931.88,4.5,620.0,22127.99,22339.17,0.83,MORTGAGE,debt_consolidation,0,0
48,19372.24,2.3,671.0,5915.52,4774.05,0.292,OWN,small_business,1,0
44,20535.06,0.0,655.0,37738.9,16017.14,1.056,MORTGAGE,credit_card,0,1
55,88273.34,15.0,740.0,4988.74,10738.22,0.13,MORTGAGE,credit_card,0,0
31,30432.85,4.0,657.0,24108.65,15470.17,0.627,MORTGAGE,other,0,0
52,42510.95,4.2,553.0,26484.02,9376.8,0.314,MORTGAGE,medical,2,1
58,107615.81,4.4,646.0,2941.95,19748.87,0.188,MORTGAGE,debt_consolidation,0,0
40,36643.61,5.6,609.0,10953.06,18135.43,0.54,OWN,debt_consolidation,0,0
33,63559.99,8.2,583.0,12930.72,24093.9,0.41,MORTGAGE,debt_consolidation,0,0
48,81595.29,3.7,769.0,46343.42,5391.37,0.151,MORTGAGE,home_improvement,0,0
49,80393.0,11.7,740.0,12791.81,3532.26,0.068,MORTGAGE,debt_consolidation,0,0
25,21710.59,9.0,607.0,4756.34,8111.73,0.406,OWN,credit_card,0,0
48,37166.19,5.0,585.0,19425.7,13134.56,0.432,MORTGAGE,debt_consolidation,0,1
28,62559.1,2.7,672.0,5572.36,17269.53,0.289,RENT,credit_card,0,0
48,103225.44,11.4,581.0,14446.1,5732.6,0.077,RENT,debt_consolidation,0,1
66,35962.23,5.2,662.0,10905.54,13999.11,0.435,MORTGAGE,debt_consolidation,2,1
47,42659.68,0.0,685.0,19662.11,10173.34,0.308,MORTGAGE,debt_consolidation,1,0
58,65489.36,11.1,703.0,9949.09,9338.18,0.165,OWN,credit_card,0,0
36,70491.46,2.4,706.0,8734.84,11912.56,0.188,RENT,home_improvement,0,0
66,72006.35,10.3,621.0,24711.38,27009.67,0.427,MORTGAGE,credit_card,0,1
60,33841.1,0.0,685.0,17601.56,19905.69,0.666,RENT,debt_consolidation,0,1
65,41698.8,4.2,776.0,15254.16,22490.57,0.594,RENT,credit_card,0,0
57,60387.53,11.8,523.0,1000.0,15624.41,0.261,RENT,debt_consolidation,0,0
52,86557.78,6.0,704.0,20596.49,29611.6,0.378,RENT,credit_card,0,0
46,49037.9,9.0,592.0,10764.01,20898.63,0.459,MORTGAGE,small_business,1,1
66,54442.45,1.5,785.0,17505.71,0.0,0.048,OWN,other,0,0
62,29351.79,7.7,741.0,1000.0,19275.96,0.662,OWN,home_improvement,1,0
41,101580.67,6.0,739.0,17494.96,15384.29,0.177,MORTGAGE,credit_card,1,0
25,58856.57,7.2,616.0,16738.0,18221.84,0.352,OWN,credit_card,0,1
21,81943.87,16.2,700.0,12934.14,0.0,0.024,OWN,medical,0,0
32,55747.43,12.5,708.0,7025.74,0.0,0.019,RENT,medical,1,0
24,57131.68,10.0,502.0,25494.4,11049.47,0.26,RENT,medical,1,0
31,17492.28,10.0,691.0,8281.15,0.0,0.071,OWN,other,0,0
26,12000.0,1.5,726.0,23191.79,19033.17,1.876,MORTGAGE,medical,0,0
69,86297.63,3.6,574.0,24424.42,13478.22,0.199,MORTGAGE,credit_card,0,0
25,56951.46,0.0,725.0,7510.02,31477.59,0.572,MORTGAGE,home_improvement,0,0
51,60160.7,0.0,687.0,21732.49,15745.43,0.316,RENT,credit_card,1,1
38,23773.66,1.6,784.0,11132.64,18938.59,0.867,MORTGAGE,credit_card,0,1
29,32423.4,5.9,649.0,20746.73,17789.78,0.645,RENT,home_improvement,2,0
55,81557.55,0.0,693.0,6576.94,12785.08,0.169,MORTGAGE,medical,1,0
68,98503.59,5.8,706.0,13964.13,13176.24,0.155,RENT,medical,1,0
59,39468.15,5.2,469.0,15693.52,11435.86,0.349,RENT,credit_card,0,1
68,71787.08,0.3,653.0,14735.43,0.0,0.031,RENT,credit_card,1,0
49,59750.62,13.6,686.0,18430.84,23222.21,0.435,MORTGAGE,credit_card,0,0
54,51986.78,0.0,503.0,7720.91,23321.83,0.471,MORTGAGE,home_improvement,1,0
28,101298.98,11.6,731.0,10028.77,20638.06,0.219,MORTGAGE,credit_card,0,0
62,43669.96,0.0,686.0,21424.57,12887.69,0.369,MORTGAGE,small_business,0,0
57,86017.82,5.3,686.0,11288.9,10649.34,0.143,MORTGAGE,debt_consolidation,0,0
33,64535.58,0.0,734.0,10524.54,655.56,0.035,OWN,home_improvement,0,0
38,54577.77,2.7,649.0,7423.61,0.0,0.02,RENT,other,0,0
50,89300.43,15.1,683.0,10859.63,6060.09,0.086,RENT,credit_card,0,0
21,62253.36,4.3,745.0,5756.5,14032.49,0.239,RENT,debt_consolidation,0,0
61,52589.31,0.5,684.0,21563.7,15734.68,0.361,MORTGAGE,small_business,0,0
34,89486.05,8.4,542.0,10958.43,6849.66,0.095,MORTGAGE,small_business,0,0
24,86231.56,4.2,684.0,5246.96,0.0,0.009,OWN,credit_card,0,0
37,85049.08,6.8,685.0,13171.48,5334.32,0.086,OWN,debt_consolidation,0,0
61,12000.0,1.4,748.0,2431.64,10807.16,0.931,RENT,debt_consolidation,1,0
34,66004.42,1.7,654.0,7298.04,0.0,0.017,OWN,medical,0,0
47,60302.93,2.1,607.0,27190.42,13829.59,0.297,RENT,small_business,1,1
60,54128.42,10.0,607.0,5206.81,28120.98,0.534,RENT,debt_consolidation,0,0
22,70244.49,4.9,788.0,13709.13,3967.3,0.086,MORTGAGE,debt_consolidation,0,0
58,61513.92,0.8,702.0,34857.55,33192.83,0.625,RENT,debt_consolidation,0,1
35,71945.19,6.8,784.0,17243.28,4954.35,0.105,MORTGAGE,credit_card,0,0
55,48300.95,6.4,795.0,10402.87,9770.84,0.235,OWN,debt_consolidation,0,0
30,92454.52,8.9,624.0,1000.0,16832.38,0.184,MORTGAGE,credit_card,0,0
27,74473.6,3.6,619.0,16502.29,11536.93,0.188,OWN,debt_consolidation,0,0
59,68563.16,5.6,670.0,8090.68,0.0,0.018,RENT,credit_card,0,0
60,67342.63,8.1,726.0,20020.21,14502.86,0.26,RENT,home_improvement,0,0
69,83932.03,1.0,575.0,8913.74,12777.48,0.168,MORTGAGE,debt_consolidation,0,1
54,80542.19,10.4,714.0,17494.47,9371.43,0.149,OWN,credit_card,0,0
43,52180.7,6.1,710.0,28017.39,12716.89,0.324,MORTGAGE,medical,0,0
30,79757.76,0.5,596.0,21041.39,16422.46,0.245,MORTGAGE,debt_consolidation,0,0
35,59351.31,0.5,598.0,3135.0,3132.35,0.061,OWN,medical,0,0
52,102923.17,5.5,713.0,15800.7,17358.99,0.192,MORTGAGE,debt_consolidation,0,0
37,82443.2,3.2,835.0,23671.32,5906.88,0.115,MORTGAGE,home_improvement,0,0
44,39359.77,9.8,658.0,1323.44,27353.32,0.7,MORTGAGE,credit_card,1,0
29,113267.77,4.6,705.0,30185.03,22401.47,0.238,RENT,small_business,1,0
42,12000.0,7.5,635.0,16268.28,2034.03,0.373,MORTGAGE,credit_card,0,0
32,70933.87,1.8,698.0,20188.06,24299.68,0.385,OWN,debt_consolidation,0,0
26,37593.82,5.9,633.0,11905.54,16074.38,0.475,RENT,medical,0,0
27,102054.51,12.6,661.0,15416.88,17301.86,0.192,MORTGAGE,medical,0,0
